Dataset,Modelo,Explicador,Node,Mean Fidelity,Std Fidelity,Min Fidelity,Max Fidelity
Cora,GAT,GNNExplainer,1989.0,-0.06632053852081299,0.02396516188410779,-0.08436334133148193,-0.03245288133621216
Cora,GAT,GNNExplainer,1958.0,0.00023100773493448892,0.000171638418891341,4.4345855712890625e-05,0.00045871734619140625
Cora,GAT,GNNExplainer,1936.0,0.06720709800720215,0.046301971848990695,0.015802502632141113,0.12803751230239868
Cora,GAT,GNNExplainer,1850.0,0.01146791378657023,0.005683731960804268,0.006533622741699219,0.019430220127105713
Cora,GAT,GNNExplainer,2462.0,0.2612290382385254,0.035206738777530035,0.23517289012670517,0.3110005408525467
Cora,GAT,GNNExplainer,1812.0,-0.003940502802530925,0.0026349975495367647,-0.006065189838409424,-0.0002269148826599121
Cora,GAT,GNNExplainer,2400.0,0.00036333004633585614,0.0002934285804118297,0.00011914968490600586,0.0007759928703308105
Cora,GAT,GNNExplainer,2466.0,0.01795661449432373,0.004938131873363004,0.012060880661010742,0.024146080017089844
Cora,GAT,GNNExplainer,2621.0,5.364418029785156e-06,3.149472430616118e-06,2.6226043701171875e-06,9.775161743164062e-06
Cora,GAT,GNNExplainer,2266.0,0.4058796962102254,0.07511103802094733,0.3328258991241455,0.5091887712478638
Cora,GAT,GNNExplainer,1797.0,0.23365400234858194,0.10544455972273331,0.08825860917568207,0.3350391089916229
Cora,GAT,GNNExplainer,2312.0,0.0034137566884358725,0.0013338513910396404,0.0018729567527770996,0.005126595497131348
Cora,GAT,GNNExplainer,2140.0,0.00031061967213948566,0.0003515664771201349,4.756450653076172e-05,0.0008075237274169922
Cora,GAT,GNNExplainer,1740.0,-0.0060233672459920245,0.013660087216403428,-0.024394631385803223,0.008336186408996582
Cora,GAT,GNNExplainer,1738.0,0.0028124252955118814,0.0007898260116255466,0.0017032623291015625,0.003481268882751465
Cora,GAT,GNNExplainer,1803.0,0.0124664306640625,0.010133539919679127,0.003037393093109131,0.026527225971221924
Cora,GraphSAGE,GNNExplainer,2362.0,0.05979794263839722,0.03163056573158017,0.02985149621963501,0.10354870557785034
Cora,GraphSAGE,GNNExplainer,1822.0,0.006348590056101481,0.004105330904039996,0.0009149909019470215,0.01083672046661377
Cora,GraphSAGE,GNNExplainer,1733.0,-0.08281989892323811,0.05288298029012196,-0.15097123384475708,-0.022071003913879395
Cora,GraphSAGE,GNNExplainer,2467.0,0.4899666706720988,0.10783283585510904,0.3973241150379181,0.6411921828985214
Cora,GraphSAGE,GNNExplainer,1989.0,-0.1407080888748169,0.06829709091077744,-0.20451754331588745,-0.04601001739501953
Cora,GraphSAGE,GNNExplainer,1958.0,0.016082008679707844,0.011057690316190092,0.00310438871383667,0.03012692928314209
Cora,GraphSAGE,GNNExplainer,1936.0,0.3863569001356761,0.14120854405717123,0.18679583072662354,0.4925650358200073
Cora,GraphSAGE,GNNExplainer,1850.0,0.412964495519797,0.02290929732447483,0.38454941660165787,0.4406513273715973
Cora,GraphSAGE,GNNExplainer,2462.0,0.11064748962720235,0.0755063704530796,0.05390629172325134,0.21735802292823792
Cora,GraphSAGE,GNNExplainer,1812.0,0.05213473240534464,0.012283056763264034,0.03911799192428589,0.06860470771789551
Cora,GraphSAGE,GNNExplainer,2400.0,0.0017287532488505046,0.0008214137445801204,0.0005680322647094727,0.0023494362831115723
Cora,GraphSAGE,GNNExplainer,2466.0,0.21832895278930664,0.08391610690826895,0.09969806671142578,0.2804558277130127
Cora,GraphSAGE,GNNExplainer,2621.0,0.004208683967590332,0.0017700172812214014,0.0019534826278686523,0.006277024745941162
